h3_index,hour,dow,lat,lon,street_light_coverage,police_station_dist_m,crowd_density,road_quality,cctv_coverage,historical_incident_rate,is_night,time_risk_score,safety_score
893cf2c6a27ffff,2,1,22.544626,88.447727,0.6878,3942.1,0.1016,0.5934,0.3089,0.4422,1.0,0.8614,0.2849
893cf2890cfffff,13,0,22.616929,88.403833,0.8533,1665.9,0.5797,0.5248,0.4685,0.0385,0.0,0.1332,0.6508
893cf289033ffff,10,1,22.620919,88.417579,0.6946,2190.0,0.6985,0.5932,0.2597,0.6027,0.0,0.1084,0.6099
893cf2d4acbffff,3,6,22.594966,88.328252,0.6284,3578.4,0.0707,0.5856,0.2561,0.3409,1.0,0.9624,0.2494
893cf2d59d3ffff,21,3,22.578064,88.320543,0.5598,3294.0,0.211,0.6089,0.3102,0.1968,1.0,0.5705,0.2651
893cf2c6d63ffff,8,2,22.58081,88.451133,0.8127,3629.2,0.7305,0.6652,0.2981,0.1299,0.0,0.2191,0.5365
893cf2c43cbffff,0,1,22.496276,88.412547,0.6246,8025.8,0.2431,0.5679,0.3663,0.6862,1.0,0.893,0.204
893cf2d6a6fffff,19,3,22.641031,88.315306,0.6301,7796.3,0.8166,0.6313,0.3804,0.0,0.5,0.2294,0.4827
893cf289017ffff,22,2,22.622105,88.411562,0.7139,1575.9,0.0672,0.6613,0.441,0.4558,1.0,0.5678,0.4235
893cf2d4987ffff,13,4,22.635754,88.367722,0.6663,3276.1,0.5277,0.4927,0.317,0.6989,0.0,0.1466,0.4794
893cf2c0d0fffff,18,5,22.484422,88.311221,0.6912,2310.5,0.7951,0.5331,0.3433,0.6648,0.5,0.2572,0.5839
893cf2c611bffff,1,4,22.573399,88.395286,0.5629,2374.8,0.02,0.5914,0.3395,0.6899,1.0,0.8975,0.2228
893cf2c466fffff,7,6,22.497843,88.387635,0.7596,5786.4,0.2082,0.5021,0.2759,0.5311,0.0,0.2164,0.4132
893cf2c430fffff,12,0,22.497083,88.425432,0.7357,8156.1,0.6606,0.5827,0.3588,0.1313,0.0,0.1387,0.5389
893cf2c71c3ffff,3,5,22.523055,88.35325,0.6185,1742.9,0.1358,0.5825,0.3621,1.0123,1.0,0.8593,0.3711
893cf2d48a7ffff,22,2,22.628581,88.353124,0.6142,4408.1,0.1089,0.5632,0.3377,0.5094,1.0,0.5943,0.2654
893cf2d598fffff,18,1,22.581061,88.330846,0.4841,3172.7,0.7518,0.6385,0.3652,0.2364,0.5,0.2318,0.4905
893cf288257ffff,18,5,22.643987,88.436466,0.5558,4027.8,0.8436,0.5585,0.3129,0.4293,0.5,0.2114,0.4486
893cf2d4eabffff,12,6,22.61741,88.324787,0.7868,5173.5,0.5538,0.5518,0.2539,0.3837,0.0,0.1532,0.4578
893cf2d4ed3ffff,13,0,22.615594,88.308468,0.6622,6815.5,0.5946,0.592,0.2347,0.2533,0.0,0.1433,0.4309
893cf2893d7ffff,20,4,22.607013,88.420171,0.5057,3298.1,0.69,0.5527,0.3938,0.1302,0.5,0.5246,0.4139
893cf2d4ed7ffff,17,4,22.616593,88.311903,0.7416,6017.6,0.7204,0.6226,0.2747,0.2403,0.0,0.2089,0.5105
893cf2d5867ffff,10,0,22.562159,88.31627,0.7404,2697.5,0.6866,0.6252,0.2879,0.8025,0.0,0.1142,0.5333
893cf2d4343ffff,17,6,22.598875,88.291313,0.7685,7328.2,0.7123,0.56,0.2643,0.7768,0.0,0.2206,0.4593
893cf2c459bffff,18,3,22.543392,88.403049,0.6127,3677.4,0.6827,0.4524,0.3091,0.0,0.5,0.2628,0.5205
893cf2d5a97ffff,3,2,22.557162,88.2991,0.6454,4538.1,0.0778,0.6527,0.2617,0.8093,1.0,0.9585,0.1709
893cf2c0d0fffff,5,6,22.484422,88.311221,0.5678,2167.9,0.1931,0.6785,0.326,0.1545,0.5,0.543,0.425
893cf2c612fffff,15,0,22.572025,88.410753,0.6751,808.6,0.5204,0.6154,0.2711,0.0648,0.0,0.1599,0.6059
893cf2c5d1bffff,13,3,22.48297,88.437472,0.7463,9854.4,0.5797,0.5755,0.2859,0.3172,0.0,0.1263,0.4758
893cf2c6c53ffff,7,2,22.576204,88.415045,0.6683,734.4,0.2339,0.5956,0.2975,0.2387,0.0,0.2119,0.5704
893cf289133ffff,23,5,22.627899,88.441637,0.5949,4076.2,0.0366,0.599,0.2221,0.6301,1.0,0.9006,0.147
893cf2c5533ffff,7,6,22.487296,88.381634,0.8342,6360.5,0.1934,0.6445,0.3819,0.1654,0.0,0.2095,0.485
893cf2c6813ffff,7,2,22.568276,88.438254,0.7307,2031.1,0.266,0.6118,0.3744,0.0711,0.0,0.2193,0.5731
893cf2c5c8bffff,6,6,22.481359,88.411703,0.5264,8991.1,0.2644,0.62,0.3802,0.0,0.5,0.4776,0.3499
893cf2d5b0fffff,23,2,22.551248,88.329167,0.4946,1629.5,0.0683,0.5439,0.3388,0.3547,1.0,0.8559,0.2829
893cf2c2977ffff,11,5,22.519798,88.301728,0.804,2274.5,0.5971,0.5895,0.3029,0.2261,0.0,0.1037,0.5921
893cf2c4543ffff,10,6,22.529478,88.405641,0.8097,4851.1,0.7642,0.6573,0.2629,0.6742,0.0,0.1695,0.5253
893cf2c45c3ffff,11,1,22.537029,88.401338,0.7976,4031.8,0.5984,0.6277,0.2931,0.5531,0.0,0.1407,0.5323
893cf2c714bffff,9,0,22.512323,88.356698,0.8084,2887.0,0.6158,0.6738,0.3382,0.4163,0.0,0.2256,0.5637
893cf2d4bdbffff,14,0,22.60414,88.349716,0.8278,2529.7,0.5289,0.5377,0.3081,0.0,0.0,0.1026,0.5758
893cf28956bffff,10,1,22.630459,88.420148,0.7038,1970.8,0.7779,0.612,0.3263,0.3828,0.0,0.1096,0.6011
893cf2c639bffff,17,1,22.558679,88.384992,0.7936,2265.5,0.7554,0.5498,0.2095,0.3789,0.0,0.2581,0.5442
893cf289233ffff,15,0,22.598658,88.411586,0.8723,3486.8,0.5133,0.5915,0.3737,0.6746,0.0,0.145,0.533
893cf2c2827ffff,6,1,22.517982,88.285416,0.5369,2245.5,0.2292,0.5772,0.2649,0.4766,0.5,0.4787,0.3821
893cf2d6b7bffff,19,2,22.649206,88.333337,0.6171,7039.0,0.6328,0.6029,0.3842,0.3789,0.5,0.2027,0.466
893cf2c72b7ffff,15,2,22.504147,88.338673,0.8192,2146.5,0.4984,0.6147,0.2677,0.2002,0.0,0.1456,0.5711
893cf2c4c9bffff,10,6,22.535081,88.445158,0.7512,4613.5,0.726,0.6453,0.2774,0.0,0.0,0.1389,0.5434
893cf2c7043ffff,2,3,22.508514,88.333515,0.5699,1445.3,0.1362,0.7007,0.2951,0.6638,1.0,0.8573,0.3424
893cf289357ffff,9,4,22.599467,88.424475,0.8234,3237.4,0.7458,0.6164,0.2504,0.0,0.0,0.2258,0.5979
893cf2c611bffff,22,1,22.573399,88.395286,0.513,2317.4,0.0395,0.7288,0.3495,0.5653,1.0,0.6281,0.2902
893cf2c6c93ffff,16,4,22.591111,88.41589,0.6892,2474.3,0.5351,0.6102,0.2826,0.4136,0.0,0.118,0.5042
893cf2c426fffff,8,0,22.482547,88.405689,0.7554,8288.9,0.7946,0.5063,0.3013,0.2043,0.0,0.2131,0.4964
893cf2c76abffff,18,5,22.513066,88.318911,0.6104,1315.5,0.835,0.5771,0.3915,0.1586,0.5,0.2012,0.6313
893cf2c6337ffff,15,5,22.555121,88.403037,0.8025,2702.0,0.5933,0.5451,0.356,0.1423,0.0,0.1223,0.5476
893cf2d415bffff,0,1,22.620136,88.29386,0.5486,7930.0,0.0419,0.5498,0.3654,0.4464,1.0,0.859,0.1409
893cf2c4047ffff,19,1,22.5082,88.403086,0.6072,6365.8,0.8088,0.6117,0.3908,0.4814,0.5,0.2111,0.4979
893cf2c6dd3ffff,20,2,22.590733,88.434796,0.4987,2869.4,0.6976,0.6941,0.2696,0.4486,0.5,0.633,0.3996
893cf2c6d43ffff,10,5,22.581,88.44168,0.7855,2621.6,0.8075,0.6743,0.2296,0.4554,0.0,0.14,0.5856
893cf2896afffff,4,2,22.617116,88.39438,0.5635,1825.5,0.1318,0.7092,0.4427,1.1172,1.0,0.9626,0.3026
893cf2c418bffff,21,3,22.525916,88.423686,0.6986,4905.0,0.3155,0.683,0.2415,0.3823,1.0,0.5406,0.3987
893cf2c41c7ffff,8,4,22.522734,88.42283,0.832,5249.2,0.8481,0.5069,0.3555,0.0,0.0,0.2146,0.5386
893cf2c7563ffff,8,1,22.530604,88.348946,0.6974,1052.0,0.752,0.5533,0.232,0.3128,0.0,0.1849,0.5678
893cf2c760bffff,3,6,22.505702,88.313768,0.4449,1753.2,0.02,0.56,0.3183,0.8699,1.0,0.9086,0.2158
893cf2d4957ffff,20,2,22.623035,88.3643,0.5572,2849.7,0.7285,0.6478,0.3951,0.52,0.5,0.6143,0.4495
893cf2c44a7ffff,0,6,22.538215,88.395323,0.549,4529.6,0.0781,0.6897,0.2268,0.7568,1.0,0.8527,0.0943
893cf2c7323ffff,7,1,22.500404,88.36616,0.7247,4283.1,0.1512,0.6106,0.3691,0.2695,0.0,0.1853,0.4383
893cf2c425bffff,6,4,22.483924,88.390227,0.5528,7405.3,0.1915,0.5582,0.4056,0.3731,0.5,0.4806,0.2833
893cf2d6acfffff,20,0,22.648751,88.301551,0.5385,8992.9,0.7132,0.6691,0.4094,0.2548,0.5,0.5172,0.4296
893cf2d4c57ffff,5,0,22.631311,88.322192,0.5476,6624.3,0.2543,0.511,0.2353,0.2878,0.5,0.4741,0.322
893cf2c742bffff,19,4,22.527793,88.329197,0.5331,886.6,0.7154,0.5789,0.3309,0.3969,0.5,0.2113,0.535
893cf28955bffff,11,3,22.632829,88.408114,0.9407,1023.6,0.5561,0.739,0.6322,0.4737,0.0,0.1033,0.7031
893cf2d584bffff,1,2,22.558161,88.302534,0.5902,4474.1,0.0275,0.6262,0.2723,0.3596,1.0,0.9335,0.1341
893cf2d4e57ffff,9,1,22.609052,88.316208,0.7838,5383.4,0.7289,0.5675,0.2976,0.0,0.0,0.1769,0.5214
893cf2c738fffff,18,0,22.505958,88.354988,0.5129,2874.7,0.7307,0.5062,0.2964,0.0,0.5,0.2582,0.4457
893cf2d48dbffff,11,4,22.619408,88.331657,0.8121,4774.8,0.6099,0.5943,0.386,0.824,0.0,0.1182,0.4799
893cf28918bffff,17,4,22.630271,88.429602,0.8444,3250.4,0.6574,0.5294,0.2968,0.2847,0.0,0.2572,0.5287
893cf2c6ab7ffff,11,5,22.554363,88.440844,0.7421,2790.7,0.5788,0.6931,0.2378,0.0,0.0,0.1366,0.5367
893cf2c7193ffff,13,1,22.532601,88.355815,0.7566,1017.1,0.6067,0.6984,0.3516,0.4213,0.0,0.1353,0.585
893cf2d5b67ffff,7,3,22.546883,88.334325,0.8231,1091.7,0.269,0.6011,0.4074,0.3422,0.0,0.2289,0.585
893cf2c4e73ffff,23,4,22.500879,88.448625,0.5596,8286.6,0.0346,0.5718,0.2807,0.4243,1.0,0.9069,0.1103
893cf28961bffff,8,5,22.610943,88.383216,0.8576,1394.9,0.7109,0.543,0.3605,0.1991,0.0,0.1818,0.6296
893cf2d4ed7ffff,15,0,22.616593,88.311903,0.867,6275.9,0.5314,0.6048,0.261,0.0911,0.0,0.1372,0.4821
893cf2c4137ffff,0,4,22.524537,88.439153,0.6106,5482.8,0.1291,0.6725,0.3324,0.508,1.0,0.9418,0.2104
893cf2d5a17ffff,9,6,22.549617,88.303404,0.6921,4182.5,0.8609,0.6783,0.3033,0.0,0.0,0.1699,0.5509
893cf2d4bafffff,0,2,22.61013,88.370329,0.5743,1396.2,0.0767,0.6682,0.3205,0.5814,1.0,0.9583,0.3195
893cf2c09b3ffff,18,4,22.480869,88.329256,0.6025,3680.2,0.7529,0.6808,0.3441,0.03,0.5,0.2473,0.524
893cf2d4e4fffff,4,5,22.603691,88.317933,0.5459,4987.7,0.1342,0.5625,0.3088,0.7912,1.0,0.88,0.117
893cf2c456fffff,9,2,22.527104,88.417671,0.7862,4724.5,0.7839,0.622,0.2734,0.4797,0.0,0.1966,0.517
893cf2c4197ffff,7,0,22.532281,88.425398,0.6938,4329.5,0.2307,0.5675,0.3069,0.2053,0.0,0.2247,0.4384
893cf2c60d3ffff,4,2,22.569781,88.362643,0.551,1139.0,0.1171,0.5846,0.3544,2.0489,1.0,0.9308,0.2373
893cf2c41cbffff,8,1,22.518554,88.418538,0.759,5685.8,0.8055,0.5468,0.3849,0.5919,0.0,0.1888,0.5148
893cf2c76d3ffff,18,5,22.511251,88.302598,0.5203,1319.7,0.8573,0.556,0.2283,0.4684,0.5,0.2057,0.5293
893cf2c7297ffff,12,1,22.504333,88.329227,0.7903,1971.6,0.583,0.5718,0.3299,0.2007,0.0,0.1399,0.6068
893cf2c453bffff,13,5,22.535653,88.416803,0.6433,4063.5,0.6124,0.5886,0.2944,0.0,0.0,0.1781,0.4989
893cf2c41c7ffff,14,3,22.522734,88.42283,0.825,5244.7,0.5985,0.589,0.2286,0.0707,0.0,0.117,0.4844
893cf2c766bffff,20,0,22.498153,88.318071,0.5301,1869.5,0.6965,0.623,0.3129,0.4328,0.5,0.5273,0.4505
893cf2c2827ffff,11,0,22.517982,88.285416,0.6771,2645.6,0.6156,0.5466,0.28,0.0,0.0,0.1069,0.5447
893cf2c6893ffff,5,6,22.575825,88.43395,0.6607,1276.2,0.1836,0.5796,0.2526,0.5056,0.5,0.4662,0.4636
893cf2c4323ffff,19,6,22.499077,88.432303,0.5458,7909.4,0.641,0.6495,0.3067,0.2783,0.5,0.2237,0.3951
893cf2894bbffff,5,4,22.640559,88.394355,0.5787,1313.1,0.3655,0.6488,0.4125,0.7062,0.5,0.5451,0.4425
893cf2c612bffff,13,1,22.571028,88.407317,0.7805,1213.2,0.5874,0.5782,0.2771,0.5049,0.0,0.1235,0.5988
893cf2c639bffff,0,0,22.558679,88.384992,0.5992,2482.1,0.1763,0.5865,0.2881,0.5862,1.0,0.9061,0.2667
893cf2d4acbffff,8,0,22.594966,88.328252,0.7289,3666.8,0.6802,0.5779,0.3028,0.1873,0.0,0.2076,0.5165
893cf2c6dd7ffff,1,6,22.59173,88.438232,0.5523,3141.5,0.034,0.6359,0.2951,0.8768,1.0,0.8772,0.1732
893cf2c41c7ffff,5,1,22.522734,88.42283,0.6246,5361.7,0.1817,0.5068,0.4106,0.6245,0.5,0.484,0.2977
893cf2d4a6bffff,15,4,22.587239,88.342006,0.7793,2436.5,0.5106,0.6749,0.3413,0.2553,0.0,0.1008,0.5759
893cf2894c3ffff,7,2,22.634386,88.383191,0.6939,1637.9,0.3025,0.5393,0.344,0.3395,0.0,0.1509,0.5422
893cf28960bffff,22,6,22.60876,88.385796,0.6789,1431.5,0.0532,0.5677,0.4103,0.1255,1.0,0.5214,0.4491
893cf2c2d0fffff,4,3,22.537255,88.281095,0.6367,4447.5,0.1087,0.5485,0.3229,1.0458,1.0,0.9053,0.195
893cf2c4493ffff,12,4,22.539589,88.379858,0.6838,3171.1,0.588,0.6125,0.2865,0.4785,0.0,0.1461,0.5383
893cf2d5b93ffff,16,3,22.563158,88.319704,0.7468,2391.5,0.5782,0.5783,0.3027,0.314,0.0,0.1733,0.5515
893cf2d4e57ffff,2,1,22.609052,88.316208,0.631,5361.9,0.02,0.6245,0.3674,1.0774,1.0,0.9474,0.1747
893cf2d5c9bffff,13,3,22.590515,88.282736,0.7313,7485.5,0.5582,0.5113,0.3548,0.1152,0.0,0.1451,0.451
893cf2d5a2fffff,13,6,22.54407,88.314576,0.7538,2955.1,0.5015,0.5561,0.2497,0.4432,0.0,0.1544,0.5201
893cf2c4cdbffff,9,5,22.52772,88.440009,0.7543,4959.2,0.7889,0.6726,0.325,0.2032,0.0,0.2213,0.5127
893cf2c76bbffff,6,2,22.515249,88.316332,0.5732,1663.9,0.3867,0.6244,0.1805,0.4763,0.5,0.4888,0.4451
893cf2d5d2bffff,0,0,22.587606,88.323107,0.6395,3901.6,0.1655,0.67,0.3275,0.7227,1.0,0.9233,0.3088
893cf2c296fffff,5,0,22.514433,88.303452,0.5809,1798.1,0.288,0.5333,0.3302,0.432,0.5,0.525,0.4327
893cf2c714bffff,15,0,22.512323,88.356698,0.8021,2969.4,0.4361,0.5693,0.2591,0.0886,0.0,0.1049,0.5515
893cf2c6c97ffff,4,1,22.592108,88.419326,0.4626,2453.1,0.117,0.6063,0.4174,0.32,1.0,0.8986,0.2513
893cf2c4cdbffff,11,2,22.52772,88.440009,0.6955,5121.7,0.5801,0.5567,0.2455,0.4083,0.0,0.1461,0.4426
893cf2c6047ffff,7,3,22.561049,88.372962,0.7184,1597.7,0.2674,0.6277,0.2414,0.3738,0.0,0.1526,0.519
893cf2d4323ffff,9,1,22.606054,88.305904,0.7413,6131.0,0.7543,0.5455,0.2242,0.0,0.0,0.2148,0.4942
893cf2c55abffff,5,6,22.489481,88.379055,0.5399,5972.9,0.2504,0.6109,0.3077,0.699,0.5,0.5249,0.2889
893cf2d4e77ffff,15,0,22.608869,88.325657,0.679,4534.9,0.6169,0.6574,0.2529,0.0772,0.0,0.1537,0.512
893cf2c5533ffff,11,3,22.487296,88.381634,0.7112,6501.6,0.5733,0.6443,0.3253,0.0605,0.0,0.1172,0.4971
893cf2d59afffff,17,0,22.580877,88.340295,0.7043,3037.9,0.7505,0.5968,0.4063,0.116,0.0,0.2489,0.5563
893cf289697ffff,22,0,22.622665,88.383203,0.6311,1884.8,0.0545,0.5589,0.2418,0.0557,1.0,0.5227,0.4201
893cf2d4bc7ffff,9,6,22.606137,88.356587,0.7989,1748.7,0.7956,0.5285,0.3016,0.3759,0.0,0.1913,0.6318
893cf2d41a7ffff,10,3,22.636852,88.311017,0.8022,7761.2,0.727,0.532,0.2785,0.4936,0.0,0.1776,0.483
893cf289397ffff,2,3,22.614371,88.42532,0.6863,3126.6,0.1566,0.6052,0.3095,0.7375,1.0,0.9398,0.2986
893cf2c7357ffff,8,4,22.49641,88.352423,0.8005,3360.3,0.6934,0.5769,0.3282,0.5172,0.0,0.2274,0.5429
893cf2c6a43ffff,23,5,22.53646,88.42969,0.6252,3832.1,0.0932,0.6283,0.2806,0.776,1.0,0.934,0.2237
893cf2c7357ffff,9,2,22.49641,88.352423,0.6858,3541.4,0.7944,0.6661,0.2542,0.0422,0.0,0.2101,0.5169
893cf289397ffff,15,1,22.614371,88.42532,0.803,3199.8,0.518,0.5912,0.2906,0.1765,0.0,0.1014,0.5309
893cf2c71a7ffff,19,5,22.531229,88.371278,0.6223,2486.9,0.7322,0.4926,0.338,0.1013,0.5,0.206,0.5656
893cf2c731bffff,8,4,22.499593,88.353278,0.6746,3595.3,0.7636,0.5354,0.2846,0.4079,0.0,0.1995,0.5392
893cf289663ffff,18,2,22.604396,88.390957,0.5484,876.7,0.7637,0.5662,0.3716,0.0,0.5,0.2219,0.5681
893cf2d59a7ffff,4,4,22.584058,88.341151,0.5775,2560.6,0.1027,0.6547,0.3065,0.5527,1.0,0.913,0.2523
893cf2d4843ffff,10,2,22.612865,88.339397,0.6984,3351.1,0.7026,0.6923,0.2621,0.0,0.0,0.1467,0.5386
893cf2c6883ffff,16,6,22.573641,88.43653,0.6679,1750.9,0.4958,0.5609,0.3252,0.4357,0.0,0.1298,0.5543
893cf2c65a7ffff,5,4,22.598035,88.389245,0.637,918.2,0.3579,0.6607,0.4363,0.4841,0.5,0.532,0.5402
893cf2d4c6bffff,8,4,22.624769,88.329932,0.8058,5275.8,0.8248,0.6678,0.2347,0.0,0.0,0.1717,0.5384
893cf2c2927ffff,22,1,22.524979,88.309449,0.5975,2290.6,0.1344,0.4888,0.354,0.3125,1.0,0.6091,0.2917
893cf289127ffff,0,2,22.626713,88.447655,0.5566,5020.8,0.1761,0.5605,0.2755,1.0111,1.0,0.8704,0.1338
893cf2c7457ffff,1,1,22.526978,88.316316,0.5783,1431.3,0.1319,0.6001,0.3245,0.6086,1.0,0.9135,0.2861
893cf2d5b53ffff,6,2,22.548251,88.318864,0.5203,2699.5,0.2421,0.5089,0.3194,0.2693,0.5,0.4994,0.3116
893cf2d5b17ffff,0,4,22.556612,88.327442,0.5055,1605.6,0.1017,0.6265,0.3414,0.7418,1.0,0.9556,0.2981
893cf2c6c57ffff,1,0,22.577201,88.418481,0.5201,681.9,0.0579,0.6768,0.341,0.3435,1.0,0.9024,0.3599
893cf2c6813ffff,12,4,22.568276,88.438254,0.8035,1869.1,0.6162,0.5884,0.3088,0.1418,0.0,0.1143,0.6046
893cf2c4047ffff,1,0,22.5082,88.403086,0.6471,6394.5,0.1821,0.5507,0.2301,0.674,1.0,0.8516,0.1861
893cf2d5bd7ffff,4,5,22.556796,88.317994,0.5822,2528.7,0.0653,0.7162,0.2293,0.5183,1.0,0.9144,0.233
893cf2d5e37ffff,19,5,22.564706,88.294796,0.543,5083.4,0.8232,0.6339,0.3127,0.1229,0.5,0.2717,0.4276
893cf2d4a67ffff,18,1,22.591418,88.346296,0.5042,1810.2,0.6938,0.4795,0.3619,0.2194,0.5,0.2165,0.4966
893cf2d584bffff,22,6,22.558161,88.302534,0.5775,4155.5,0.0959,0.6499,0.2353,0.6904,1.0,0.5327,0.2046
893cf2d4bbbffff,18,5,22.611314,88.364313,0.5922,2178.8,0.7845,0.5864,0.1921,0.327,0.5,0.2756,0.4889
893cf289133ffff,17,6,22.627899,88.441637,0.7781,4213.4,0.8071,0.5784,0.2515,0.3408,0.0,0.2308,0.5058
893cf2c6107ffff,21,4,22.575395,88.402157,0.5584,1800.6,0.4053,0.5863,0.3064,0.1317,1.0,0.6347,0.4133
893cf2c7097ffff,9,4,22.526609,88.33521,0.7048,697.7,0.7227,0.556,0.2249,0.69,0.0,0.2147,0.6056
893cf2c5433ffff,6,4,22.480309,88.357595,0.5221,5237.5,0.3471,0.5051,0.2825,0.1733,0.5,0.5139,0.3133
893cf2c4c83ffff,6,6,22.536077,88.448594,0.5294,4720.0,0.3367,0.5692,0.2847,0.2502,0.5,0.5339,0.3444
893cf2d5dabffff,17,0,22.595149,88.318803,0.7964,4732.2,0.7542,0.5714,0.3468,0.2216,0.0,0.2735,0.4916
893cf2d5bbbffff,21,5,22.559793,88.328297,0.5279,1500.7,0.387,0.6931,0.2377,0.2764,1.0,0.6378,0.3562
893cf2c6573ffff,8,3,22.584314,88.382386,0.7724,1292.0,0.8111,0.531,0.3268,0.1883,0.0,0.1962,0.6608
893cf2c456bffff,19,2,22.526106,88.414235,0.6553,4995.6,0.8351,0.6131,0.2814,0.0036,0.5,0.2182,0.5331
893cf2c4367ffff,15,3,22.492711,88.430591,0.8347,8502.9,0.4435,0.6143,0.366,0.369,0.0,0.1194,0.4847
893cf2c463bffff,23,6,22.506393,88.386767,0.614,5124.9,0.2295,0.5497,0.2777,0.4925,1.0,0.9318,0.2429
893cf2c6e8fffff,7,5,22.564477,88.415057,0.7945,755.9,0.1757,0.6687,0.3039,0.0833,0.0,0.1547,0.5874
893cf28b35bffff,16,1,22.648102,88.390051,0.7942,2506.9,0.5705,0.6474,0.3037,0.0,0.0,0.1155,0.6076
893cf2c464bffff,5,2,22.497034,88.374752,0.585,5547.4,0.2568,0.5937,0.3625,0.0379,0.5,0.5124,0.3652
893cf2c7153ffff,6,1,22.517689,88.354974,0.6356,2227.3,0.24,0.6145,0.3141,0.0672,0.5,0.4953,0.4666
893cf2d5d67ffff,14,0,22.584425,88.322253,0.7105,3918.0,0.454,0.6627,0.2875,0.0,0.0,0.1731,0.5277
893cf289687ffff,4,5,22.620483,88.385784,0.7152,1769.1,0.185,0.7067,0.28,0.6322,1.0,0.9372,0.3706
893cf2d5c4fffff,21,4,22.57443,88.287912,0.5958,5842.4,0.3181,0.6029,0.3017,0.4644,1.0,0.5091,0.3114
893cf2d5babffff,7,2,22.557611,88.330876,0.6382,1053.0,0.2991,0.6399,0.3492,0.4337,0.0,0.223,0.5144
893cf2c43dbffff,0,1,22.498462,88.409968,0.4785,7579.8,0.0779,0.5551,0.2941,0.5163,1.0,0.9365,0.0676
893cf2c4ecfffff,20,5,22.504254,88.44003,0.5197,7811.2,0.7747,0.5448,0.3007,0.3996,0.5,0.6225,0.3466
893cf28912fffff,0,2,22.623533,88.446798,0.5645,5034.8,0.029,0.6411,0.3799,0.9005,1.0,0.9337,0.0968
893cf2c6337ffff,8,0,22.555121,88.403037,0.6984,2369.7,0.6995,0.5186,0.4051,0.3804,0.0,0.2114,0.5802
893cf2c7067ffff,5,4,22.509327,88.346396,0.4903,2031.1,0.2217,0.6424,0.2563,0.1841,0.5,0.5148,0.3646
893cf2c55abffff,7,3,22.489481,88.379055,0.7556,6097.7,0.2804,0.6436,0.2906,0.4715,0.0,0.1797,0.4681
893cf2c613bffff,2,3,22.573211,88.404737,0.5589,1480.3,0.1184,0.5675,0.3467,0.561,1.0,0.8754,0.309
893cf2c0dafffff,20,6,22.491787,88.316362,0.5053,1762.9,0.8424,0.633,0.3438,0.3363,0.5,0.5968,0.4623
893cf2c09b3ffff,15,0,22.480869,88.329256,0.7566,3769.1,0.6117,0.6427,0.3299,0.271,0.0,0.1377,0.5293
893cf2c7513ffff,12,2,22.540335,88.342063,0.7776,719.9,0.6051,0.6056,0.2495,0.511,0.0,0.109,0.6312
893cf2c616bffff,16,5,22.563668,88.402169,0.7167,2428.0,0.5846,0.5395,0.3138,0.5868,0.0,0.1531,0.5539
893cf2c4643ffff,11,1,22.500216,88.375607,0.8297,5260.9,0.5421,0.5853,0.3464,0.0941,0.0,0.1129,0.5007
893cf2d416fffff,5,4,22.618774,88.309323,0.4864,6514.4,0.1732,0.5804,0.3174,0.5965,0.5,0.4508,0.2343
893cf2d6acbffff,12,0,22.647751,88.298116,0.8094,9184.2,0.5073,0.5935,0.3217,0.6,0.0,0.1672,0.4725
893cf2d49cbffff,17,5,22.624218,88.358284,0.7161,3696.3,0.6763,0.5805,0.3044,0.2501,0.0,0.27,0.5347
893cf2c413bffff,16,2,22.520358,88.434861,0.7719,5806.1,0.5867,0.5229,0.1853,0.3521,0.0,0.1069,0.4397
893cf2d5a77ffff,8,6,22.542071,88.307708,0.8438,3395.3,0.6653,0.668,0.3993,0.6303,0.0,0.1575,0.561
893cf2c0dafffff,5,6,22.491787,88.316362,0.5777,1983.8,0.3773,0.563,0.3879,0.3928,0.5,0.5114,0.4317
893cf2c721bffff,2,1,22.492601,88.329242,0.5693,3216.4,0.0213,0.5617,0.3274,0.485,1.0,0.8554,0.2197
893cf2c4e47ffff,18,5,22.499882,88.445189,0.6273,8146.4,0.748,0.5764,0.2588,0.3913,0.5,0.224,0.4337
893cf2d5c93ffff,10,5,22.593695,88.283591,0.7671,7350.0,0.7714,0.6145,0.2429,0.6465,0.0,0.1515,0.4664
893cf2c464bffff,1,5,22.497034,88.374752,0.5839,4893.7,0.2061,0.6527,0.2941,0.1626,1.0,0.8733,0.1648
893cf2d4a8bffff,9,1,22.602326,88.333396,0.7723,3646.0,0.7587,0.6775,0.2475,0.266,0.0,0.1544,0.5266
893cf2c29abffff,19,6,22.528345,88.300857,0.6509,2788.9,0.8162,0.5577,0.264,0.7675,0.5,0.2213,0.5111
893cf2c70afffff,16,5,22.521058,88.346381,0.6984,1582.4,0.5169,0.5316,0.2069,0.0,0.0,0.1182,0.5316
893cf2c6ddbffff,6,3,22.587552,88.433939,0.5376,2204.1,0.2532,0.6744,0.3426,0.4865,0.5,0.5264,0.414
893cf289387ffff,4,4,22.612188,88.4279,0.5521,3319.1,0.1306,0.561,0.331,0.378,1.0,0.9069,0.191
893cf2c2b67ffff,1,4,22.495339,88.298327,0.5276,671.6,0.1225,0.4812,0.3058,2.1572,1.0,0.9075,0.2421
893cf289693ffff,23,5,22.621667,88.379768,0.6103,2157.4,0.1293,0.498,0.2493,0.7827,1.0,0.9441,0.325
